query,name,lat,lng,rating,user_ratings_total,place_id,docid,rel
"42.491769, -83.025134",EVgo Charging Station,42.51069469999999,-83.04811509999999,3.6,5,ChIJc64skZHaJIgRKD9ZWonEHD0,228109,4
"42.491769, -83.025134",Volta Charging Station,42.6272246,-82.9436936,0.0,0,ChIJDTrq4cnfJIgRbutP6DQvNe4,311932,3
"42.491769, -83.025134",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.491769, -83.025134",Electric Vehicle Charging Station,42.5776998,-83.14888859999999,5.0,3,ChIJh-139MLFJIgRKpMb7yEzXgs,216343,3
"42.491769, -83.025134",EVgo Charging Station,42.44542999999999,-83.11789,1.5,2,ChIJnUoejV7OJIgRh4KRbsMAP1o,225836,3
"42.491769, -83.025134",Nissan Charging Station,42.5531692,-83.1751321,0.0,0,ChIJmQExrZrGJIgRwwArRKHPsb0,44299,3
"42.491769, -83.025134",ChargePoint Charging Station,42.5090319,-83.0487965,4.3,8,ChIJK3Lc14_aJIgRdYbEfSOG6Rw,86982,2
"42.491769, -83.025134",ChargePoint Charging Station,42.507497,-82.976273,5.0,1,ChIJDbdn4-vZJIgR0mF7jSnCMuo,211952,2
"42.491769, -83.025134",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.491769, -83.025134",ChargePoint Charging Station,42.4882165,-83.146078,5.0,1,ChIJ4yWnKkLPJIgRcYWQbdKMO50,99879,2
"42.491769, -83.025134",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.491769, -83.025134",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.491769, -83.025134",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.491769, -83.025134",ChargePoint Charging Station,42.626448,-82.99209599999999,0.0,0,ChIJJ2FP63XeJIgRmseCWytsxvc,221210,1
"42.3960, -82.9193",Electrify America Charging Station Meijer,42.5222097,-82.90676119999999,3.2,17,ChIJiQ6YtQPZJIgRZ6qNkEdV-gM,102234,4
"42.3960, -82.9193",EV Connect Charging Station,42.4648659,-82.88512109999999,0.0,0,ChIJJ0kMh0AoJYgR776qGZ0jomc,313811,4
"42.3960, -82.9193",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.3960, -82.9193",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,4
"42.3960, -82.9193",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.3960, -82.9193",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,3
"42.3960, -82.9193",ChargePoint Charging Station,42.507497,-82.976273,5.0,1,ChIJDbdn4-vZJIgR0mF7jSnCMuo,211952,3
"42.3960, -82.9193",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,3
"42.3960, -82.9193",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.3960, -82.9193",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.3960, -82.9193",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.3960, -82.9193",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,2
"42.3960, -82.9193",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,2
"42.3960, -82.9193",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.3960, -82.9193",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.3960, -82.9193",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.3960, -82.9193",ChargePoint Charging Station,42.3348553,-83.0470752,0.0,0,ChIJd3PR_DEtO4gR4374ErEspbk,78474,1
"42.722619, -84.481354",Tesla Supercharger,42.7665124,-84.5146632,4.5,80,ChIJA77ufoTpIogRwKZ2JLObj18,102228,5
"42.722619, -84.481354",ChargePoint Charging Station,42.7625564,-84.49874330000002,4.2,6,ChIJsZ969BLpIogRAvNC6VhLUWI,214335,4
"42.722619, -84.481354",Tesla Supercharger,42.66733199999999,-84.5401706,4.0,20,ChIJ45RWXRTBIogRMtc7MZsbBL4,237618,4
"42.722619, -84.481354",Blink Charging Station,42.7303064,-84.5674449,5.0,1,ChIJyZ8udizAIogRxJWauKLX9lg,260889,4
"42.722619, -84.481354",ChargePoint Charging Station,42.642233,-84.521328,5.0,5,ChIJ9X1ymh3EIogR845v7oS2iNY,194970,4
"42.722619, -84.481354",Blink Charging Station,42.6833639,-84.43014869999999,0.0,0,ChIJ12jn39DcIogRspFlctE-r6Y,240932,4
"42.722619, -84.481354",ChargePoint Charging Station,42.739739,-84.529246,5.0,1,ChIJx6eIRgTqIogR4caiirmRg90,195836,3
"42.722619, -84.481354",Blink Charging Station,42.7777847,-84.398175,5.0,1,ChIJG2JsWljmIogRPoF63104nOY,202704,3
"42.722619, -84.481354",ChargePoint Charging Station,42.7325299,-84.555533,3.0,1,ChIJ4XHcpdfBIogREemnyLJH-kU,196885,3
"42.722619, -84.481354",ChargePoint Charging Station,42.7210251,-84.4814674,4.5,2,ChIJqw_EtWLCIogRainSYs00OPA,117816,3
"42.722619, -84.481354",ChargePoint Charging Station,42.750248,-84.56008,5.0,1,ChIJHT9RQmHqIogREIL9Vvb6fP0,152048,2
"42.722619, -84.481354",ChargePoint Charging Station,42.726551,-84.4839935,3.7,3,ChIJ5eTlnn7CIogRe-bxY5McuGs,97073,2
"42.722619, -84.481354",Shell Recharge Charging Station,42.7332633,-84.54428229999999,0.0,0,ChIJwSpo7N_BIogRdsDYaomApBo,186719,2
"42.722619, -84.481354",ChargePoint Charging Station,42.6824,-84.44881,0.0,0,ChIJ7_BxYiXDIogResO3SBsBtYQ,189491,2
"42.722619, -84.481354",ChargePoint Charging Station,42.740336,-84.6531531,4.5,2,ChIJMdxTTIeVIogRtA9p8sy1vjU,82823,2
"42.722619, -84.481354",ChargePoint Charging Station,42.7294892,-84.4863562,0.0,0,ChIJKUws23jCIogRmkI5Ye2YrEI,104536,1
"42.722619, -84.481354",ChargePoint Charging Station,42.7229446,-84.4667238,5.0,1,ChIJ544MU5rCIogRA4DH10MnnY4,117819,1
"42.722619, -84.481354",ChargePoint Charging Station,42.72403329999999,-84.4699558,0.0,0,ChIJaW-4V5vCIogRfANC8ovBsaw,117818,1
"42.722619, -84.481354",Chevrolet Charging Station,42.71916119999999,-84.41220820000001,0.0,0,ChIJyVkkC2bdIogRURpOe9jmt4c,49844,1
"42.339295, -83.049266",EVgo Charging Station,42.44542999999999,-83.11789,1.5,2,ChIJnUoejV7OJIgRh4KRbsMAP1o,225836,4
"42.339295, -83.049266",Tesla Supercharger,42.4453518,-83.117921,4.5,18,ChIJry_0DZDPJIgR3TbOJatR3hg,225836,4
"42.339295, -83.049266",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.339295, -83.049266",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.339295, -83.049266",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,2
"42.339295, -83.049266",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,2
"42.339295, -83.049266",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,2
"42.339295, -83.049266",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.339295, -83.049266",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.339295, -83.049266",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,1
"42.339295, -83.049266",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,1
"42.339295, -83.049266",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,1
"42.671042, -82.820340",ChargePoint Charging Station,42.802503,-83.004357,4.8,6,ChIJF3Onc7LkJIgRpWkhf6Chu_U,184185,5
"42.671042, -82.820340",Volta Charging Station,42.6272246,-82.9436936,0.0,0,ChIJDTrq4cnfJIgRbutP6DQvNe4,311932,4
"42.671042, -82.820340",Electric Vehicle Charging Station,42.58788879999999,-82.900207,0.0,0,ChIJv4X1qIchJYgRDPt4LqN3XqA,216339,4
"42.671042, -82.820340",ChargePoint Charging Station,42.6714,-82.987073,0.0,0,ChIJTQd6d8ngJIgRMMx8wnmTvE8,236024,3
"42.671042, -82.820340",ChargePoint Charging Station,42.626448,-82.99209599999999,0.0,0,ChIJJ2FP63XeJIgRmseCWytsxvc,221210,3
"42.671042, -82.820340",ChargePoint Charging Station,42.5981864,-82.87934109999999,0.0,0,ChIJJYqGRfEgJYgRYuyUqu22-P4,47326,3
"42.671042, -82.820340",ChargePoint Charging Station,42.55625999999999,-82.929474,4.0,1,ChIJ2ytikMfYJIgR_4__I4PXooU,166687,2
"42.671042, -82.820340",ChargePoint Charging Station,42.66991429999999,-82.8344187,0.0,0,ChIJ64h_3iQfJYgRR0qSfABjhAk,182874,2
"42.671042, -82.820340",Volta Charging Station,42.559724,-82.8990357,5.0,1,ChIJIe10oFEnJYgR264TMf-61sU,212756,1
"42.489938, -83.144594",EVgo Charging Station,42.5381387,-83.18280899999999,3.5,11,ChIJFxQEsWbGJIgRTKxVZ4hBP0Q,228697,5
"42.489938, -83.144594",ChargePoint Charging Station,42.563149,-83.146878,3.7,11,ChIJ2wkjuxXEJIgRj5uwWDxjq7g,167139,4
"42.489938, -83.144594",Tesla Supercharger,42.4453518,-83.117921,4.5,18,ChIJry_0DZDPJIgR3TbOJatR3hg,225836,4
"42.489938, -83.144594",EVgo Charging Station,42.51069469999999,-83.04811509999999,3.6,5,ChIJc64skZHaJIgRKD9ZWonEHD0,228109,4
"42.489938, -83.144594",Blink Charging Station,42.4832839,-83.27279709999999,0.0,0,ChIJMe0SY7i3JIgRpthxM90iwMs,309745,4
"42.489938, -83.144594",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,4
"42.489938, -83.144594",Electric Vehicle Charging Station,42.5776998,-83.14888859999999,5.0,3,ChIJh-139MLFJIgRKpMb7yEzXgs,216343,3
"42.489938, -83.144594",EVgo Charging Station,42.44542999999999,-83.11789,1.5,2,ChIJnUoejV7OJIgRh4KRbsMAP1o,225836,3
"42.489938, -83.144594",Nissan Charging Station,42.5531692,-83.1751321,0.0,0,ChIJmQExrZrGJIgRwwArRKHPsb0,44299,3
"42.489938, -83.144594",ChargePoint Charging Station,42.5090319,-83.0487965,4.3,8,ChIJK3Lc14_aJIgRdYbEfSOG6Rw,86982,3
"42.489938, -83.144594",Blink Charging Station,42.4961312,-83.2988445,0.0,0,ChIJixfs9HO3JIgRkkrLgiYYGQY,253693,3
"42.489938, -83.144594",ChargePoint Charging Station,42.507497,-82.976273,5.0,1,ChIJDbdn4-vZJIgR0mF7jSnCMuo,211952,2
"42.489938, -83.144594",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.489938, -83.144594",ChargePoint Charging Station,42.4882165,-83.146078,5.0,1,ChIJ4yWnKkLPJIgRcYWQbdKMO50,99879,2
"42.489938, -83.144594",Blink Charging Station,42.51029,-83.2818829,0.0,0,ChIJO15-EIi3JIgRfq2n7SOkq2o,212794,2
"42.489938, -83.144594",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.489938, -83.144594",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.489938, -83.144594",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.620398, -83.287047",EVgo Charging Station,42.643408,-83.204495,3.7,7,ChIJQZ-KesrBJIgRSQde8wVPr28,228684,5
"42.620398, -83.287047",ChargePoint Charging Station,42.563149,-83.146878,3.7,11,ChIJ2wkjuxXEJIgRj5uwWDxjq7g,167139,4
"42.620398, -83.287047",Tesla Supercharger,42.7068721,-83.2893411,4.3,85,ChIJM8ynEP6UJIgREZL7dTkBCMI,102222,4
"42.620398, -83.287047",Electric Vehicle Charging Station,42.6898431,-83.3859344,0.0,0,ChIJyZAor-yXJIgRolxDR53oxis,235601,4
"42.620398, -83.287047",EVgo Charging Station,42.5381387,-83.18280899999999,3.5,11,ChIJFxQEsWbGJIgRTKxVZ4hBP0Q,228697,4
"42.620398, -83.287047",Electric Vehicle Charging Station,42.5776998,-83.14888859999999,5.0,3,ChIJh-139MLFJIgRKpMb7yEzXgs,216343,4
"42.620398, -83.287047",Nissan Charging Station,42.5531692,-83.1751321,0.0,0,ChIJmQExrZrGJIgRwwArRKHPsb0,44299,3
"42.620398, -83.287047",EVgo Charging Station,42.7013211,-83.296803,2.8,4,ChIJXwca77GVJIgRgpG_iOYbzZY,235107,3
"42.620398, -83.287047",EVgo Charging Station,42.499159,-83.375309,0.0,0,ChIJQ-ORCYuwJIgR4SFOXaGiin0,322904,3
"42.620398, -83.287047",Blink Charging Station,42.4961312,-83.2988445,0.0,0,ChIJixfs9HO3JIgRkkrLgiYYGQY,253693,3
"42.620398, -83.287047",Nissan Charging Station,42.4937389,-83.42755179999999,5.0,1,ChIJLRuh4duvJIgR2DDdGTpdzWo,53100,2
"42.620398, -83.287047",ChargePoint Charging Station,42.6335364,-83.2211512,4.0,4,ChIJq6qD2FrAJIgRJjhiysfmZvA,40596,2
"42.620398, -83.287047",Blink Charging Station,42.6730025,-83.24551459999999,0.0,0,ChIJuRRq2a3qJIgRfxmrZNJLImk,310686,2
"42.620398, -83.287047",Blink Charging Station,42.51029,-83.2818829,0.0,0,ChIJO15-EIi3JIgRfq2n7SOkq2o,212794,2
"42.620398, -83.287047",Electric Vehicle Charging Station,42.5112283,-83.35876929999999,4.0,3,ChIJ21oREmqxJIgRN9zolpL9z7s,167153,2
"42.620398, -83.287047",ChargePoint Charging Station,42.6705482,-83.22163499999999,0.0,0,ChIJq6pOrJvqJIgRrD9qJCcvi-k,46094,1
"42.620398, -83.287047",ChargePoint Charging Station,42.6844217,-83.19216879999999,0.0,0,ChIJh4_J20PqJIgRx7QalPUpmpQ,116834,1
"42.620398, -83.287047",ChargePoint Charging Station,42.653719,-83.3730303,0.0,0,ChIJG1UFsZi9JIgRSXhSpzUXnfI,226621,1
"42.620398, -83.287047",ChargePoint Charging Station,42.510047,-83.452788,0.0,0,ChIJ10y_E5CvJIgRubRAo8WXCxA,235070,1
"42.307597, -83.695349",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.307597, -83.695349",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.307597, -83.695349",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.307597, -83.695349",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.307597, -83.695349",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.307597, -83.695349",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.307597, -83.695349",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.307597, -83.695349",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.307597, -83.695349",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.307597, -83.695349",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.307597, -83.695349",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.307597, -83.695349",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.307597, -83.695349",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.307597, -83.695349",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.307597, -83.695349",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.307597, -83.695349",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.307597, -83.695349",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.307597, -83.695349",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.3128, -83.7476",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.3128, -83.7476",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.3128, -83.7476",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.3128, -83.7476",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.3128, -83.7476",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.3128, -83.7476",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.3128, -83.7476",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.3128, -83.7476",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.3128, -83.7476",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.3128, -83.7476",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.3128, -83.7476",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.3128, -83.7476",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.3128, -83.7476",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.3128, -83.7476",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.3128, -83.7476",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.3128, -83.7476",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.3128, -83.7476",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.3128, -83.7476",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.3189, -83.0395",Electric Vehicle Charging Station,42.3471254,-82.96416359999999,5.0,1,ChIJM2XAJWnVJIgRHt5xMKk0CLk,261230,4
"42.3189, -83.0395",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.3189, -83.0395",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,3
"42.3189, -83.0395",ChargePoint Charging Station,42.3456649,-83.039748,1.0,4,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,2
"42.3189, -83.0395",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,2
"42.3189, -83.0395",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.3189, -83.0395",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.3189, -83.0395",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,2
"42.3189, -83.0395",ChargePoint Charging Station,42.3311838,-83.0486875,0.0,0,ChIJaREKdDAtO4gRkDad-GDh8O0,88103,1
"42.3189, -83.0395",Electric Vehicle Charging Station,42.3347871,-83.06064250000001,4.4,10,ChIJlwi5TkgtO4gRweh9UNcPYtU,40603,1
"42.3189, -83.0395",ChargePoint Charging Station,42.337812,-83.06840419999999,3.5,2,ChIJA07HdlItO4gR8oxzlVyDNV4,235954,1
"42.507159, -82.936878",EVgo Charging Station,42.5115229,-83.0481408,3.8,4,ChIJc64skZHaJIgRKD9ZWonEHD0,228109,5
"42.507159, -82.936878",Electrify America Charging Station Meijer,42.5222097,-82.90676119999999,3.0,14,ChIJiQ6YtQPZJIgRZ6qNkEdV-gM,102234,4
"42.507159, -82.936878",Tesla Supercharger,42.4453518,-83.117921,4.6,15,ChIJry_0DZDPJIgR3TbOJatR3hg,225836,4
"42.507159, -82.936878",EV Connect Charging Station,42.4648659,-82.88512109999999,0.0,0,ChIJJ0kMh0AoJYgR776qGZ0jomc,313811,4
"42.507159, -82.936878",EVgo Charging Station,42.44542999999999,-83.11789,2.0,1,ChIJnUoejV7OJIgRh4KRbsMAP1o,225836,4
"42.507159, -82.936878",Volta Charging Station,42.6272246,-82.9436936,0.0,0,ChIJDTrq4cnfJIgRbutP6DQvNe4,311932,4
"42.507159, -82.936878",Blink Charging Station,42.5289282,-83.09122049999999,0.0,0,ChIJy6aaSiXFJIgRRTHdcSMRA3g,309222,3
"42.507159, -82.936878",ChargePoint Charging Station,42.5090319,-83.0487965,4.3,8,ChIJK3Lc14_aJIgRdYbEfSOG6Rw,86982,3
"42.507159, -82.936878",ChargePoint Charging Station,42.507497,-82.976273,5.0,1,ChIJDbdn4-vZJIgR0mF7jSnCMuo,211952,3
"42.507159, -82.936878",ChargePoint Charging Station,42.4801926,-82.98929319999999,0.0,0,ChIJl4rYQEzXJIgRtWwyXN3vPSc,99489,3
"42.507159, -82.936878",ChargePoint Charging Station,42.483004,-83.109388,5.0,1,ChIJ2RQ7pZfPJIgROonZU3Du3D8,169957,3
"42.507159, -82.936878",ChargePoint Charging Station,42.522916,-82.98625899999999,0.0,0,ChIJl91WjIXZJIgRxdo2mcGom9A,149211,2
"42.507159, -82.936878",ChargePoint Charging Station,42.626448,-82.99209599999999,0.0,0,ChIJJ2FP63XeJIgRmseCWytsxvc,221210,2
"42.507159, -82.936878",ChargePoint Charging Station,42.5981864,-82.87934109999999,0.0,0,ChIJJYqGRfEgJYgRYuyUqu22-P4,47326,2
"42.507159, -82.936878",ChargePoint Charging Station,42.625172,-83.0315619,0.0,0,ChIJtZqSYqbdJIgRhdNXUkBoxtQ,221295,2
"42.507159, -82.936878",ChargePoint Charging Station,42.3966193,-82.9036206,5.0,1,ChIJXyJ2EwkqJYgRb5iSIV3_EPY,213591,2
"42.507159, -82.936878",ChargePoint Charging Station,42.55625999999999,-82.929474,4.0,1,ChIJ2ytikMfYJIgR_4__I4PXooU,166687,1
"42.507159, -82.936878",ChargePoint Charging Station,42.5981102,-82.8774578,3.0,1,ChIJQRPx1_AgJYgRQ718VLyq6tg,46768,1
"42.507159, -82.936878",EV Connect Charging Station,42.4956374,-82.8880877,5.0,1,ChIJ_f-PtecnJYgRnoh5E3dLhec,189894,1
"42.2682, -83.7318",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2682, -83.7318",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2682, -83.7318",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2682, -83.7318",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2682, -83.7318",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2682, -83.7318",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2682, -83.7318",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2682, -83.7318",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2682, -83.7318",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2682, -83.7318",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2682, -83.7318",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2682, -83.7318",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
